@RELATION meta-features

@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE AutoCorrelation NUMERIC
@ATTRIBUTE ClassEntropy NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE EquivalentNumberOfAtts NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE MaxAttributeEntropy NUMERIC
@ATTRIBUTE MaxMutualInformation NUMERIC
@ATTRIBUTE MaxNominalAttDistinctValues NUMERIC
@ATTRIBUTE MeanAttributeEntropy NUMERIC
@ATTRIBUTE MeanMutualInformation NUMERIC
@ATTRIBUTE MeanNoiseToSignalRatio NUMERIC
@ATTRIBUTE MeanNominalAttDistinctValues NUMERIC
@ATTRIBUTE MinAttributeEntropy NUMERIC
@ATTRIBUTE MinMutualInformation NUMERIC
@ATTRIBUTE MinNominalAttDistinctValues NUMERIC
@ATTRIBUTE MinorityClassPercentage NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC
@ATTRIBUTE Quartile1AttributeEntropy NUMERIC
@ATTRIBUTE Quartile1MutualInformation NUMERIC
@ATTRIBUTE Quartile2AttributeEntropy NUMERIC
@ATTRIBUTE Quartile2MutualInformation NUMERIC
@ATTRIBUTE Quartile3AttributeEntropy NUMERIC
@ATTRIBUTE Quartile3MutualInformation NUMERIC
@ATTRIBUTE StdvNominalAttDistinctValues NUMERIC

@DATA
22.0,0.9955500939027722,0.4761163895780593,0.01049549110268295,-1.0,0.09614735043414332,0.0035513694003203953,-1.0,-1.0,0.0005190423668331928,-1.0,-1.0,-1.0,0.0043680349442795545,-1.0,-1.0,0.09090909090909091,0.18470363288718927,0.004197589631520869,0.0,0.08163265306122448,0.024816694867456288,0.015376729882111738,0.0,0.0,0.026463963963963964,0.0,0.0,0.0,0.0,0.9797179992492492,0.020282000750750748,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
23.0,0.9966556640276717,0.19494573711508595,0.002941352563431082,0.1336535300123884,0.4455037561377478,0.011831464360850013,0.09435070298676221,0.016701800010850885,0.0001297605917082982,0.1344745466737312,0.006804623062031921,0.036895306522447324,0.0006142549140393123,0.07711525144625046,0.0006082615406033856,0.010101010101010102,0.441663129446675,0.007075318605707857,0.08571428571428572,0.01020408163265306,0.00338409475465313,0.009974372116863146,0.0,0.0,0.0011261261261261261,0.029166666666666667,0.3171428571428571,0.0,0.0,0.2001126126126126,0.7998873873873874,0.12321207416384475,0.002313193057131333,0.20397877808073647,0.0071781203855375685,0.14280175905233355,0.00945454055282063,0.00023820586248347845
24.0,0.726370827577422,0.10979046310350458,0.0012042571720197134,0.010327493142328701,0.5426678700662034,0.08090945938121248,0.19380419833257517,0.21342355692628856,0.0006488029585414909,0.16316473652806188,0.04669838235694979,0.005462221266168692,0.0017092310651528689,0.0,0.0,0.0,0.9633698702614258,0.08460090442910617,0.14285714285714285,0.0,0.01071630005640158,0.07815479241414659,0.0496,0.00030906692694754534,0.0,0.09166666666666666,0.22981366459627328,0.3052683407188577,0.01907269349597613,0.0,1.0,0.16786766677145926,0.008052073087942094,0.20726332049100443,0.04112810845211815,0.17572161975164796,0.06479960622891404,0.0007645833503143138
28.0,0.09254802322790796,0.47610134927938663,0.005038012436087532,-1.0,0.09804824704217306,0.010731311883576847,-1.0,-1.0,0.0005190423668331928,-1.0,-1.0,-1.0,0.0043680349442795545,-1.0,-1.0,0.09090909090909091,0.18180222232806895,0.01185710885604864,0.0,0.08163265306122448,0.03440496333897349,0.05248590466427473,0.0,0.0,0.036036036036036036,0.0,0.0,0.0,0.0,0.9851697851697852,0.01483021483021483,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
29.0,0.9782807548757184,0.10855453183899447,0.010139274299145849,0.02553613847246811,0.5823030353990548,0.007083437879986876,0.2336314228936086,0.10027472596129416,0.0007785635502497891,0.1394913804814145,0.021249273307495094,0.011533690339082543,0.0012012096096768775,0.10149899502177476,0.00014202496148728444,0.010101010101010102,0.887749050904758,0.0065127550468442345,0.14285714285714285,0.0,0.00676818950930626,0.00194771911840082,0.00074,8.349791978018362e-06,0.0033783783783783786,0.0375,0.33035714285714285,0.0536231884057971,0.008720950648024006,0.37521114864864863,0.6247888513513513,0.16534331769596072,0.0012669708337413254,0.12448988974695642,0.006972969781314501,0.10225751443349163,0.03126251886694596,0.0009733903546144422
31.0,0.5695995185426251,0.09121647926436385,0.009178761132465452,0.10889951439504351,0.7371296866617656,0.013201829727277991,0.16271593826850836,0.022315482766799052,0.0005190423668331928,0.16691579709000476,0.004761901258648422,0.06253116245775034,0.0010920087360698886,0.046261256047617896,0.00022698755973101908,0.010101010101010102,0.5923518164435947,0.006361295627150183,0.08571428571428572,0.0,0.009588268471517203,0.005125576627370579,0.0,0.0,0.003941441441441441,0.05416666666666667,0.15102040816326529,0.0,0.0,0.333521021021021,0.6664789789789789,0.18413784705043804,0.001250757818638463,0.21841382907796528,0.003003979238166012,0.15584340599417806,0.006242972211529169,0.0004898806869932355
32.0,0.1029077854586309,0.4759340268244971,0.0006404604595048752,-1.0,0.10050142743908594,0.021771438497616338,-1.0,-1.0,0.0005190423668331928,-1.0,-1.0,-1.0,0.0043680349442795545,-1.0,-1.0,0.09090909090909091,0.17650764957514728,0.022697275894151502,0.0,0.08163265306122448,0.007332205301748449,0.10755509994874424,0.0,0.0,0.009009009009009009,0.0,0.0,0.0,0.0,0.9417064122946475,0.0582935877053524,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
36.0,0.14812385576591955,0.3949657915192937,0.003761737835077161,-1.0,0.14193180302183062,0.00606048908532937,-1.0,-1.0,0.00032440147927074547,-1.0,-1.0,-1.0,0.0027300218401747215,-1.0,-1.0,0.06060606060606061,0.27205681507784757,0.007010407425838977,0.0,0.05102040816326531,0.009024252679075015,0.018554587391081498,0.0,0.0,0.010698198198198198,0.0,0.0,0.0,0.0,0.9505349099099099,0.04946509009009009,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
37.0,0.5502244973985395,0.09939242886761096,0.005105127787105069,-1.0,0.684827308532081,0.009341645596494953,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.010101010101010102,0.6921406947100063,0.005668909708548803,0.02857142857142857,0.0,0.0028200789622109417,0.0027473090722706303,0.0,0.0,0.0045045045045045045,0.0,0.11746031746031746,0.0,0.0,0.8893893893893894,0.11061061061061059,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
41.0,0.9457975296747733,0.5571103422360516,0.023095999280342637,0.016640806787682358,0.13321733913251974,0.0014668699696975547,0.16427662852487704,0.30313170983589294,0.0011029650295205347,0.0956171935627903,0.12032132754183139,0.0007961207579420007,0.000697672248044651,0.014712092766661985,0.011027924930353152,0.010101010101010102,0.0047535196481611605,4.3274119912586275e-05,0.45714285714285713,0.17346938775510204,0.01804850535815003,0.001875961045617632,0.00242,0.0002912457291437151,0.0,0.14583333333333334,0.46984126984126984,0.1771595900439239,0.1365820438894658,0.0,1.0,0.09377946223747158,0.06211361286615452,0.11265577853303155,0.10834405724650988,0.10386676672295912,0.16931025362071572,0.0006933353573099732
43.0,0.9998351790294777,0.1047900167474019,0.005494531024534569,-1.0,0.6366612896155829,0.053502152052652914,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,0.010101010101010102,0.7840377206218783,0.0390981673410217,0.02857142857142857,0.0,0.030456852791878174,0.04203997949769349,0.0,0.0,0.03209459459459459,0.0,0.018226600985221674,0.0,0.0,0.9833119757688722,0.01668802423112768,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
45.0,0.9994253929394545,0.1856625277714278,0.008492190332947656,0.044989230719698244,0.5435623980831001,0.031634208951767,0.92891981561793,0.34865013271290396,0.20605981963277753,0.2738521379197664,0.01874836586530176,0.02310626443676756,0.029449009785626645,0.3378954669811412,0.0005633681798798242,0.020202020202020204,0.470951887171311,0.01646580262673908,0.0,0.01020408163265306,0.032712915961646924,0.027575602255253715,0.0,0.0,0.0,0.25416666666666665,0.0,0.0,0.0,0.0,1.0,0.4025138874784753,0.0019267589225061416,0.2980713312666136,0.0029673193225443575,0.16962097663769854,0.01538556608107882,0.09686644846731117
49.0,0.9990075947408565,0.09904858055904069,0.004543175245666342,0.12387542838255215,0.6873944531966438,0.011773561598888267,0.06854242119100916,0.020536596386808034,6.48802958541491e-05,0.1827714600682412,0.004434413380738145,0.07216199248206695,0.0004914039312314498,0.2979152222107277,0.001650042768939572,0.010101010101010102,0.6872427819269751,0.007053681545751563,0.02857142857142857,0.0,0.00338409475465313,0.00469502819067145,0.0,0.0,0.0,0.0375,0.10571428571428572,0.0,0.0,0.0,1.0,0.3095668610168505,0.001650042768939572,0.21773458839126336,0.003193238241019246,0.12129530633581916,0.003193238241019246,7.600901673311085e-05
53.0,0.25800173115348213,0.26749496565993786,0.009818967902854891,-1.0,0.2646009431306855,0.003898785972090869,-1.0,-1.0,0.0001297605917082982,-1.0,-1.0,-1.0,0.0010920087360698886,-1.0,-1.0,0.030303030303030304,0.4603239177503854,0.004175952571564576,0.0,0.02040816326530612,0.008460236886632826,0.003546899026140441,0.0,0.0,0.010135135135135136,0.0,0.0,0.0,0.0,0.9479018492176385,0.052098150782361304,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
58.0,0.3320838739206459,0.20217564855006775,0.0035607132595374623,-1.0,0.35083099869525186,0.03234834301596186,-1.0,-1.0,6.48802958541491e-05,-1.0,-1.0,-1.0,0.0005460043680349443,-1.0,-1.0,0.020202020202020204,0.6547219885277247,0.0356362377480148,0.0,0.01020408163265306,0.02086858432036097,0.04613018964633521,0.0,0.0,0.02252252252252252,0.0,0.0,0.0,0.0,0.9761590859151834,0.023840914084816523,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
219.0,0.8533475981847276,0.10733681383627859,4.882890782707108e-05,1.0,0.6040773783598086,0.502962691320376,0.17473846842319002,0.0005907926862281198,0.00032440147927074547,0.37602253087141374,0.0005907926862281198,1.0,0.0013650109200873607,0.5687040211667902,0.0005907926862281198,0.010101010101010102,0.8462052944496657,0.41610230001947335,0.02857142857142857,0.0,0.0028200789622109417,0.4593746796514608,0.0,0.0,0.003941441441441441,0.004166666666666667,0.11746031746031746,0.0,0.0,0.7782157157157158,0.22178428428428426,0.5687040211667902,0.0005907926862281198,0.43725971420786486,0.0005907926862281198,0.2597150083181653,0.0005907926862281198,0.0008498066415907744
2074.0,0.18744180448380712,0.34387057156026746,0.002487260926119091,-1.0,0.2436829425985105,0.029240894790681517,-1.0,-1.0,0.0002595211834165964,-1.0,-1.0,-1.0,0.0021840174721397773,-1.0,-1.0,0.050505050505050504,0.17899782627442465,0.013393340112945453,0.0,0.04081632653061224,0.018612521150592216,0.06078933880061507,0.0,0.0,0.02027027027027027,0.0,0.0,0.0,0.0,0.9735208181154128,0.02647918188458729,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
2079.0,0.393217953918343,0.3089739548517003,0.01188855324508697,0.012613618742855557,0.2999379301586863,0.003821582289475208,0.29695430773413034,0.100704208301354,0.0016220073963537274,0.47578887532518555,0.08980039253844779,0.007227629064205223,0.0063700509604076834,0.5228637487297548,0.05806316044001597,0.04040404040404041,0.2716611937816942,0.002142068935673021,0.0,0.030612244897959183,0.009024252679075015,0.0024192721681189134,0.0019,5.583144486794368e-05,0.007882882882882882,0.020833333333333332,0.0,0.12907608695652173,0.04373491668262785,0.7003941441441441,0.29960585585585586,0.5892678779160697,0.07615536918228909,0.5520041048576364,0.09602138080811566,0.3936584815843514,0.10033492175977254,0.001841029811412842
3021.0,0.8865488678968987,0.004646017487759962,0.003452451898253407,0.16345062148526998,0.9921971539676141,0.06803574530505105,0.06477431247229568,0.014149131195676424,0.00019464088756244728,0.0,0.0012056870947895486,0.058076575741690936,4.747864069869078e-05,0.0,0.0,0.0,0.10570288469531965,0.004868338490165956,0.6,0.0,0.014664410603496898,0.03354177344951307,0.07544,0.0007557184858910948,0.003941441441441441,0.09166666666666666,0.74,1.0,0.07700596247487085,0.2334647147147147,0.7665352852852854,0.020002469132201103,0.00011819151282681493,0.0,0.00030396014859665206,0.0,0.000788889341915815,0.0001606364417766996
3022.0,0.0,0.497801338923809,0.005725115857046493,-1.0,0.08643549685493694,0.001428268128389724,0.26871048415205656,0.0,0.0008434438461039383,0.3218968298063679,0.0,-1.0,0.004004032032256259,0.20192686980137445,0.0,0.010101010101010102,0.16617416999826176,0.0018175130363286237,0.02857142857142857,0.09183673469387756,0.005076142131979695,0.005023065094823168,0.0,0.0,0.00563063063063063,0.008333333333333333,0.08131868131868132,0.0,0.0,0.7696638946638947,0.23033610533610532,0.20192686980137445,0.0,0.3762505888122425,0.0,0.3822014732186059,0.0,0.001600406503662601
3481.0,0.300041430059967,0.6935138985208366,0.03475020769143733,-1.0,0.03042138175208819,0.005481461465711914,-1.0,-1.0,0.0015571271004995782,-1.0,-1.0,-1.0,0.013104104832838663,-1.0,-1.0,0.25252525252525254,0.05878075869255003,0.006318021507237597,0.0,0.24489795918367346,0.34630569655950366,0.07480266529984624,0.0,0.0,0.3474099099099099,0.0,0.0,0.0,0.0,0.9989440289804368,0.0010559710195632527,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
3485.0,0.9846735520367588,0.059159503017896006,0.05466584619833797,0.03434317522015624,0.8663292144805308,0.03782980448167378,0.0,0.016174074707701994,0.0,0.051401785017008796,0.011065774514405362,0.011957453578092851,0.0,0.12415909839765973,0.005778133188121295,0.010101010101010102,0.3458491445838739,0.009195750481424583,0.17142857142857143,0.0,0.16694867456288776,0.01954894925679139,0.0,0.0,0.16554054054054054,0.020833333333333332,0.021142857142857144,0.0,0.0,0.9805518018018018,0.019448198198198197,0.12751058416521668,0.007924624633176395,0.07121491498351143,0.011095724185019105,0.027334846118135796,0.014191949560327459,0.0
3492.0,0.8162591343051959,0.10993746012986784,0.005487496539697455,0.04675501022717646,0.5234689079192248,0.00505684121132578,0.10572732064887949,0.07199320283263436,0.0001297605917082982,0.17072653329375112,0.012212796052335814,0.024267702900133404,0.0003900031200249603,0.20250873681977283,8.798310049512283e-06,0.010101010101010102,1.0,0.005885280308111734,0.08571428571428572,0.0,0.001692047377326565,0.0005740645822655049,0.0,0.0,0.0,0.025,0.45306122448979586,0.0,0.0,0.0,1.0,0.20254702915575104,4.3429113660017433e-05,0.2274215842967128,0.0001824950307554592,0.1350935156501702,0.01863941000437602,0.0001816963027335815
3493.0,0.4400231359764433,0.09849398548276414,0.005073747731138467,0.6503040154039375,0.6914468080121541,0.007315048927833858,0.10568490632151668,0.0016116487004628865,0.0001297605917082982,0.17072771023326783,0.0008555188105629581,0.3583020404756215,0.0003900031200249603,0.20257316968714267,1.844185122137568e-05,0.010101010101010102,0.6795112034435914,0.004327411991258628,0.08571428571428572,0.0,0.001692047377326565,0.001035366478728857,0.0,0.0,0.0,0.025,0.45306122448979586,0.0,0.0,0.0,1.0,0.2025755970716918,0.00029689178404486254,0.2274299771083127,0.0008852940192393887,0.13508343535708064,0.0014099565587872348,0.0001816963027335815
3494.0,0.770384086495006,0.10975801603868646,0.005507445439331947,0.021567067870602495,0.5446807180831954,0.005249850417864932,0.10573119996148832,0.07492852950172199,0.0001297605917082982,0.1707320651552485,0.02493590736626513,0.011429573683873375,0.0003900031200249603,0.2025463381411578,7.520055334302368e-06,0.010101010101010102,0.9595295124628117,0.0056256355886362165,0.08571428571428572,0.0,0.001692047377326565,0.0005535622757560226,0.0,0.0,0.0,0.025,0.45306122448979586,0.0,0.0,0.0,1.0,0.20256347913948267,6.0196384053217225e-05,0.22741409909961655,0.0004843252618188707,0.13509710536371042,0.07395687409288342,0.0001816963027335815
3510.0,0.9983456647074151,0.44617476077029355,0.0006225940024315219,-1.0,0.16241629691793807,0.030842871204956476,-1.0,-1.0,0.00045416207097904364,-1.0,-1.0,-1.0,0.00382203057624461,-1.0,-1.0,0.08080808080808081,0.1408940374151351,0.016790358526083477,0.0,0.07142857142857142,0.006204173716864072,0.0969861609431061,0.0,0.0,0.007882882882882882,0.0,0.0,0.0,0.0,0.9338588588588588,0.06614114114114114,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
3512.0,0.9917048974427355,0.3598934656614499,0.04531568364843455,-1.0,0.16736761001499023,0.001621277334928876,-1.0,-1.0,0.0002595211834165964,-1.0,-1.0,-1.0,0.0021840174721397773,-1.0,-1.0,0.050505050505050504,0.32058636073932434,0.002033883635891555,0.0,0.04081632653061224,0.032712915961646924,0.0010251153254741158,0.0,0.0,0.033783783783783786,0.004166666666666667,0.0,0.0,0.0,0.9682868352223192,0.0317131647776809,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
3543.0,0.609250470654212,0.10850745772741895,0.005228571221812959,0.003544289399179423,0.5832939259671363,0.00505684121132578,0.17897990061203645,0.2199456668535374,0.0005190423668331928,0.2049696914616797,0.09781515512097161,0.002731716286767286,0.0012285098280786246,0.20257681076228623,0.00027539008661235713,0.010101010101010102,0.8858585086042065,0.004673604950559318,0.05714285714285714,0.0,0.0011280315848843769,0.0,0.00064,3.9879603477102626e-06,0.0011261261261261261,0.0125,0.35238095238095235,0.064,0.015328046989720998,0.333521021021021,0.6664789789789789,0.20257681076228623,0.00027539008661235713,0.16048425018535448,0.07322440842276512,0.2652434417661152,0.2199456668535374,0.0009283270534620527
3549.0,0.9964809654011988,0.23411665696668854,0.037015883558716385,-1.0,0.3919951231400752,0.005809577116828473,-1.0,-1.0,0.0001297605917082982,-1.0,-1.0,-1.0,0.0010920087360698886,-1.0,-1.0,0.030303030303030304,0.11417710410305495,0.0010602159378583639,0.0,0.02040816326530612,0.03778905809362662,0.003495643259866735,0.0,0.0,0.039414414414414414,0.0,0.0,0.0,0.0,0.9864706255551327,0.013529374444867404,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0
3560.0,0.9937708444420017,0.35915173434905695,0.0027151644530665517,0.15500063247692514,0.19707995168454057,0.002682827970894212,0.19829706735395683,0.014523564639052208,0.00045416207097904364,0.255689162108915,0.0098625713155687,0.042181947765843164,0.0018564148513188108,0.20249375572537848,0.001104758800818306,0.010101010101010102,0.2954386789850083,0.002531536014886297,0.02857142857142857,0.04081632653061224,0.0005640157924421884,0.003044592516658124,0.0,0.0,0.0,0.016666666666666666,0.21142857142857144,0.0,0.0,0.0,1.0,0.22461570151907323,0.0034660649916657296,0.29744922024571996,0.011910980911202145,0.2755478547638756,0.014210668043838226,0.000692475098363074
3561.0,0.5454832264170785,0.09705233070520504,0.006493050002736111,0.12219104822448237,0.7015195568713419,0.008337997722491363,0.3325743669890665,0.008118754372875212,0.0016868876922078765,0.32451442904606903,0.0044331793962633335,0.11641670740433151,0.005787646301170409,0.0,0.0,0.0,0.6602931803696621,0.0047168790704719046,0.02857142857142857,0.0,0.00338409475465313,0.0017631983598154792,0.01332,0.00014954851303913486,0.002815315315315315,0.016666666666666666,0.10571428571428572,0.9910714285714286,0.2566079295154185,0.5002815315315315,0.49971846846846846,0.028945187987616215,0.00041863016116217456,0.4035632650797295,0.00480698160608906,0.4653411017411233,0.008073926421538766,0.0033890135440820886
